Date,Location,Population
1980-01,Canada,24345365
1980-04,Canada,24418295
1980-07,Canada,24515667
1980-10,Canada,24603534
1981-01,Canada,24665355
1981-04,Canada,24732826
1981-07,Canada,24819915
1981-10,Canada,24920120
1982-01,Canada,24979229
1982-04,Canada,25042069
1982-07,Canada,25116942
1982-10,Canada,25193538
1983-01,Canada,25242830
1983-04,Canada,25300372
1983-07,Canada,25366451
1983-10,Canada,25434150
1984-01,Canada,25482358
1984-04,Canada,25539861
1984-07,Canada,25607053
1984-10,Canada,25677668
1985-01,Canada,25721170
1985-04,Canada,25774717
1985-07,Canada,25842116
1985-10,Canada,25914797
1986-01,Canada,25962414
1986-04,Canada,26019615
1986-07,Canada,26100278
1986-10,Canada,26187639
1987-01,Canada,26256140
1987-04,Canada,26346370
1987-07,Canada,26446601
1987-10,Canada,26542370
1988-01,Canada,26602328
1988-04,Canada,26679165
1988-07,Canada,26791747
1988-10,Canada,26932655
1989-01,Canada,27032356
1989-04,Canada,27147776
1989-07,Canada,27276781
1989-10,Canada,27402695
1990-01,Canada,27463550
1990-04,Canada,27567161
1990-07,Canada,27691138
1990-10,Canada,27807591
1991-01,Canada,27854861
1991-04,Canada,27928837
1991-07,Canada,28037420
1991-10,Canada,28127327
1992-01,Canada,28181477
1992-04,Canada,28269699
1992-07,Canada,28371264
1992-10,Canada,28474177
1993-01,Canada,28533602
1993-04,Canada,28600864
1993-07,Canada,28684764
1993-10,Canada,28786619
1994-01,Canada,28835772
1994-04,Canada,28907448
1994-07,Canada,29000663
1994-10,Canada,29096372
1995-01,Canada,29141902
1995-04,Canada,29211541
1995-07,Canada,29302311
1995-10,Canada,29396274
1996-01,Canada,29446857
1996-04,Canada,29514217
1996-07,Canada,29610218
1996-10,Canada,29708206
1997-01,Canada,29751536
1997-04,Canada,29818012
1997-07,Canada,29905948
1997-10,Canada,29994790
1998-01,Canada,30028506
1998-04,Canada,30080180
1998-07,Canada,30155173
1998-10,Canada,30231639
1999-01,Canada,30260117
1999-04,Canada,30314696
1999-07,Canada,30401286
1999-10,Canada,30492106
2000-01,Canada,30525872
2000-04,Canada,30594030
2000-07,Canada,30685730
2000-10,Canada,30783969
2001-01,Canada,30824441
2001-04,Canada,30910996
2001-07,Canada,31020855
2001-10,Canada,31128873
2002-01,Canada,31168896
2002-04,Canada,31252682
2002-07,Canada,31359199
2002-10,Canada,31450677
2003-01,Canada,31479415
2003-04,Canada,31549344
2003-07,Canada,31642461
2003-10,Canada,31736141
2004-01,Canada,31775723
2004-04,Canada,31844704
2004-07,Canada,31938807
2004-10,Canada,32038207
2005-01,Canada,32075011
2005-04,Canada,32140569
2005-07,Canada,32242732
2005-10,Canada,32353311
2006-01,Canada,32394909
2006-04,Canada,32470171
2006-07,Canada,32571193
2006-10,Canada,32680839
2007-01,Canada,32717848
2007-04,Canada,32785964
2007-07,Canada,32888886
2007-10,Canada,33001918
2008-01,Canada,33050262
2008-04,Canada,33127394
2008-07,Canada,33247298
2008-10,Canada,33372978
2009-01,Canada,33427754
2009-04,Canada,33512305
2009-07,Canada,33630069
2009-10,Canada,33758581
2010-01,Canada,33809016
2010-04,Canada,33890461
2010-07,Canada,34005902
2010-10,Canada,34132531
2011-01,Canada,34166633
2011-04,Canada,34230555
2011-07,Canada,34339221
2011-10,Canada,34457713
2012-01,Canada,34516032
2012-04,Canada,34592192
2012-07,Canada,34713395
2012-10,Canada,34834973
2013-01,Canada,34881794
2013-04,Canada,34956567
2013-07,Canada,35080992
2013-10,Canada,35209597
2014-01,Canada,35247023
2014-04,Canada,35320540
2014-07,Canada,35434066
2014-10,Canada,35555305
2015-01,Canada,35571043
2015-04,Canada,35606734
2015-07,Canada,35704498
2015-10,Canada,35823591
2016-01,Canada,35871484
2016-04,Canada,35970407
2016-07,Canada,36110803
2016-10,Canada,36257421
2017-01,Canada,36313068
2017-04,Canada,36397141
2017-07,Canada,36545075
2017-10,Canada,36722075
2018-01,Canada,36801579
2018-04,Canada,36903671
2018-07,Canada,37072620
2018-10,Canada,37259485
2019-01,Canada,37336956
2019-04,Canada,37437243
2019-07,Canada,37618495
2019-10,Canada,37828162
2020-01,Canada,37928208
2020-04,Canada,38006941
2020-07,Canada,38028638
2020-10,Canada,38027406
2021-01,Canada,38058291
2021-04,Canada,38140918
2021-07,Canada,38239864
2021-10,Canada,38446871
2022-01,Canada,38566032
2022-04,Canada,38682424
2022-07,Canada,38935934
2022-10,Canada,39279501
2023-01,Canada,39527986
2023-04,Canada,39748878
2023-07,Canada,40083484
2023-10,Canada,40513781
2024-01,Canada,40784356
2024-04,Canada,41038370
2024-07,Canada,41288599
2024-10,Canada,41465298
2025-01,Canada,41528680
1980-01,Newfoundland and Labrador,570899
1980-04,Newfoundland and Labrador,571554
1980-07,Newfoundland and Labrador,572759
1980-10,Newfoundland and Labrador,573582
1981-01,Newfoundland and Labrador,573420
1981-04,Newfoundland and Labrador,574199
1981-07,Newfoundland and Labrador,575302
1981-10,Newfoundland and Labrador,575276
1982-01,Newfoundland and Labrador,573343
1982-04,Newfoundland and Labrador,573292
1982-07,Newfoundland and Labrador,573795
1982-10,Newfoundland and Labrador,575898
1983-01,Newfoundland and Labrador,576813
1983-04,Newfoundland and Labrador,577523
1983-07,Newfoundland and Labrador,579164
1983-10,Newfoundland and Labrador,579603
1984-01,Newfoundland and Labrador,579558
1984-04,Newfoundland and Labrador,579810
1984-07,Newfoundland and Labrador,580065
1984-10,Newfoundland and Labrador,579356
1985-01,Newfoundland and Labrador,579043
1985-04,Newfoundland and Labrador,579320
1985-07,Newfoundland and Labrador,579275
1985-10,Newfoundland and Labrador,577784
1986-01,Newfoundland and Labrador,577248
1986-04,Newfoundland and Labrador,577105
1986-07,Newfoundland and Labrador,576306
1986-10,Newfoundland and Labrador,575396
1987-01,Newfoundland and Labrador,575586
1987-04,Newfoundland and Labrador,575802
1987-07,Newfoundland and Labrador,575242
1987-10,Newfoundland and Labrador,574094
1988-01,Newfoundland and Labrador,574543
1988-04,Newfoundland and Labrador,574912
1988-07,Newfoundland and Labrador,574982
1988-10,Newfoundland and Labrador,574645
1989-01,Newfoundland and Labrador,575626
1989-04,Newfoundland and Labrador,576458
1989-07,Newfoundland and Labrador,576551
1989-10,Newfoundland and Labrador,575594
1990-01,Newfoundland and Labrador,576278
1990-04,Newfoundland and Labrador,577167
1990-07,Newfoundland and Labrador,577368
1990-10,Newfoundland and Labrador,577113
1991-01,Newfoundland and Labrador,577377
1991-04,Newfoundland and Labrador,578397
1991-07,Newfoundland and Labrador,579644
1991-10,Newfoundland and Labrador,579549
1992-01,Newfoundland and Labrador,579425
1992-04,Newfoundland and Labrador,579761
1992-07,Newfoundland and Labrador,580109
1992-10,Newfoundland and Labrador,579624
1993-01,Newfoundland and Labrador,580819
1993-04,Newfoundland and Labrador,580369
1993-07,Newfoundland and Labrador,579977
1993-10,Newfoundland and Labrador,578194
1994-01,Newfoundland and Labrador,577128
1994-04,Newfoundland and Labrador,575670
1994-07,Newfoundland and Labrador,574466
1994-10,Newfoundland and Labrador,572068
1995-01,Newfoundland and Labrador,570563
1995-04,Newfoundland and Labrador,569068
1995-07,Newfoundland and Labrador,567397
1995-10,Newfoundland and Labrador,565008
1996-01,Newfoundland and Labrador,563679
1996-04,Newfoundland and Labrador,561646
1996-07,Newfoundland and Labrador,559698
1996-10,Newfoundland and Labrador,557281
1997-01,Newfoundland and Labrador,555432
1997-04,Newfoundland and Labrador,553115
1997-07,Newfoundland and Labrador,550911
1997-10,Newfoundland and Labrador,547639
1998-01,Newfoundland and Labrador,545769
1998-04,Newfoundland and Labrador,542479
1998-07,Newfoundland and Labrador,539843
1998-10,Newfoundland and Labrador,537908
1999-01,Newfoundland and Labrador,536515
1999-04,Newfoundland and Labrador,534498
1999-07,Newfoundland and Labrador,533329
1999-10,Newfoundland and Labrador,532246
2000-01,Newfoundland and Labrador,531774
2000-04,Newfoundland and Labrador,529574
2000-07,Newfoundland and Labrador,527966
2000-10,Newfoundland and Labrador,526732
2001-01,Newfoundland and Labrador,525299
2001-04,Newfoundland and Labrador,523235
2001-07,Newfoundland and Labrador,522043
2001-10,Newfoundland and Labrador,521583
2002-01,Newfoundland and Labrador,521414
2002-04,Newfoundland and Labrador,520176
2002-07,Newfoundland and Labrador,519411
2002-10,Newfoundland and Labrador,519387
2003-01,Newfoundland and Labrador,519140
2003-04,Newfoundland and Labrador,518735
2003-07,Newfoundland and Labrador,518389
2003-10,Newfoundland and Labrador,518718
2004-01,Newfoundland and Labrador,518677
2004-04,Newfoundland and Labrador,517888
2004-07,Newfoundland and Labrador,517375
2004-10,Newfoundland and Labrador,516863
2005-01,Newfoundland and Labrador,516750
2005-04,Newfoundland and Labrador,515324
2005-07,Newfoundland and Labrador,514310
2005-10,Newfoundland and Labrador,513725
2006-01,Newfoundland and Labrador,512554
2006-04,Newfoundland and Labrador,510959
2006-07,Newfoundland and Labrador,510593
2006-10,Newfoundland and Labrador,510325
2007-01,Newfoundland and Labrador,510329
2007-04,Newfoundland and Labrador,509126
2007-07,Newfoundland and Labrador,509047
2007-10,Newfoundland and Labrador,510256
2008-01,Newfoundland and Labrador,510989
2008-04,Newfoundland and Labrador,511239
2008-07,Newfoundland and Labrador,511569
2008-10,Newfoundland and Labrador,513425
2009-01,Newfoundland and Labrador,514210
2009-04,Newfoundland and Labrador,514707
2009-07,Newfoundland and Labrador,516741
2009-10,Newfoundland and Labrador,518975
2010-01,Newfoundland and Labrador,520276
2010-04,Newfoundland and Labrador,521197
2010-07,Newfoundland and Labrador,522002
2010-10,Newfoundland and Labrador,522861
2011-01,Newfoundland and Labrador,523723
2011-04,Newfoundland and Labrador,524238
2011-07,Newfoundland and Labrador,524955
2011-10,Newfoundland and Labrador,525845
2012-01,Newfoundland and Labrador,526115
2012-04,Newfoundland and Labrador,525550
2012-07,Newfoundland and Labrador,526235
2012-10,Newfoundland and Labrador,527065
2013-01,Newfoundland and Labrador,527129
2013-04,Newfoundland and Labrador,527177
2013-07,Newfoundland and Labrador,526960
2013-10,Newfoundland and Labrador,527948
2014-01,Newfoundland and Labrador,528065
2014-04,Newfoundland and Labrador,527314
2014-07,Newfoundland and Labrador,527970
2014-10,Newfoundland and Labrador,528266
2015-01,Newfoundland and Labrador,528161
2015-04,Newfoundland and Labrador,527859
2015-07,Newfoundland and Labrador,528348
2015-10,Newfoundland and Labrador,528843
2016-01,Newfoundland and Labrador,528903
2016-04,Newfoundland and Labrador,529083
2016-07,Newfoundland and Labrador,529586
2016-10,Newfoundland and Labrador,530368
2017-01,Newfoundland and Labrador,530175
2017-04,Newfoundland and Labrador,529700
2017-07,Newfoundland and Labrador,529742
2017-10,Newfoundland and Labrador,530153
2018-01,Newfoundland and Labrador,529743
2018-04,Newfoundland and Labrador,528924
2018-07,Newfoundland and Labrador,528402
2018-10,Newfoundland and Labrador,528926
2019-01,Newfoundland and Labrador,528326
2019-04,Newfoundland and Labrador,527993
2019-07,Newfoundland and Labrador,527643
2019-10,Newfoundland and Labrador,528442
2020-01,Newfoundland and Labrador,528231
2020-04,Newfoundland and Labrador,527733
2020-07,Newfoundland and Labrador,526884
2020-10,Newfoundland and Labrador,526046
2021-01,Newfoundland and Labrador,525895
2021-04,Newfoundland and Labrador,526195
2021-07,Newfoundland and Labrador,527056
2021-10,Newfoundland and Labrador,528302
2022-01,Newfoundland and Labrador,528957
2022-04,Newfoundland and Labrador,529042
2022-07,Newfoundland and Labrador,531308
2022-10,Newfoundland and Labrador,533409
2023-01,Newfoundland and Labrador,535298
2023-04,Newfoundland and Labrador,536686
2023-07,Newfoundland and Labrador,538907
2023-10,Newfoundland and Labrador,541000
2024-01,Newfoundland and Labrador,541820
2024-04,Newfoundland and Labrador,543141
2024-07,Newfoundland and Labrador,545247
2024-10,Newfoundland and Labrador,545880
2025-01,Newfoundland and Labrador,545579
1980-01,Prince Edward Island,123109
1980-04,Prince Edward Island,123275
1980-07,Prince Edward Island,123735
1980-10,Prince Edward Island,123445
1981-01,Prince Edward Island,123315
1981-04,Prince Edward Island,123285
1981-07,Prince Edward Island,123551
1981-10,Prince Edward Island,123496
1982-01,Prince Edward Island,123335
1982-04,Prince Edward Island,123225
1982-07,Prince Edward Island,123588
1982-10,Prince Edward Island,123919
1983-01,Prince Edward Island,124181
1983-04,Prince Edward Island,124479
1983-07,Prince Edward Island,125102
1983-10,Prince Edward Island,125634
1984-01,Prince Edward Island,125906
1984-04,Prince Edward Island,126184
1984-07,Prince Edward Island,126563
1984-10,Prince Edward Island,126877
1985-01,Prince Edward Island,127330
1985-04,Prince Edward Island,127486
1985-07,Prince Edward Island,127619
1985-10,Prince Edward Island,127864
1986-01,Prince Edward Island,128256
1986-04,Prince Edward Island,128403
1986-07,Prince Edward Island,128436
1986-10,Prince Edward Island,128281
1987-01,Prince Edward Island,128429
1987-04,Prince Edward Island,128645
1987-07,Prince Edward Island,128641
1987-10,Prince Edward Island,128758
1988-01,Prince Edward Island,129152
1988-04,Prince Edward Island,129242
1988-07,Prince Edward Island,129289
1988-10,Prince Edward Island,129327
1989-01,Prince Edward Island,129984
1989-04,Prince Edward Island,130192
1989-07,Prince Edward Island,130153
1989-10,Prince Edward Island,129900
1990-01,Prince Edward Island,130336
1990-04,Prince Edward Island,130468
1990-07,Prince Edward Island,130404
1990-10,Prince Edward Island,130367
1991-01,Prince Edward Island,130477
1991-04,Prince Edward Island,130453
1991-07,Prince Edward Island,130369
1991-10,Prince Edward Island,130360
1992-01,Prince Edward Island,130604
1992-04,Prince Edward Island,130812
1992-07,Prince Edward Island,130827
1992-10,Prince Edward Island,131201
1993-01,Prince Edward Island,131564
1993-04,Prince Edward Island,131833
1993-07,Prince Edward Island,132177
1993-10,Prince Edward Island,132467
1994-01,Prince Edward Island,132752
1994-04,Prince Edward Island,133030
1994-07,Prince Edward Island,133437
1994-10,Prince Edward Island,133800
1995-01,Prince Edward Island,134060
1995-04,Prince Edward Island,134175
1995-07,Prince Edward Island,134415
1995-10,Prince Edward Island,134971
1996-01,Prince Edward Island,135119
1996-04,Prince Edward Island,135311
1996-07,Prince Edward Island,135737
1996-10,Prince Edward Island,136004
1997-01,Prince Edward Island,135935
1997-04,Prince Edward Island,135931
1997-07,Prince Edward Island,136095
1997-10,Prince Edward Island,136165
1998-01,Prince Edward Island,135938
1998-04,Prince Edward Island,135635
1998-07,Prince Edward Island,135804
1998-10,Prince Edward Island,135908
1999-01,Prince Edward Island,135994
1999-04,Prince Edward Island,136025
1999-07,Prince Edward Island,136281
1999-10,Prince Edward Island,136424
2000-01,Prince Edward Island,136442
2000-04,Prince Edward Island,136289
2000-07,Prince Edward Island,136470
2000-10,Prince Edward Island,136400
2001-01,Prince Edward Island,136377
2001-04,Prince Edward Island,136499
2001-07,Prince Edward Island,136667
2001-10,Prince Edward Island,136876
2002-01,Prince Edward Island,136858
2002-04,Prince Edward Island,136893
2002-07,Prince Edward Island,136882
2002-10,Prince Edward Island,137082
2003-01,Prince Edward Island,137079
2003-04,Prince Edward Island,137124
2003-07,Prince Edward Island,137231
2003-10,Prince Edward Island,137430
2004-01,Prince Edward Island,137512
2004-04,Prince Edward Island,137631
2004-07,Prince Edward Island,137682
2004-10,Prince Edward Island,137697
2005-01,Prince Edward Island,137691
2005-04,Prince Edward Island,137790
2005-07,Prince Edward Island,138067
2005-10,Prince Edward Island,138133
2006-01,Prince Edward Island,137908
2006-04,Prince Edward Island,137847
2006-07,Prince Edward Island,137869
2006-10,Prince Edward Island,137898
2007-01,Prince Edward Island,137777
2007-04,Prince Edward Island,137707
2007-07,Prince Edward Island,137709
2007-10,Prince Edward Island,138020
2008-01,Prince Edward Island,137990
2008-04,Prince Edward Island,138175
2008-07,Prince Edward Island,138736
2008-10,Prince Edward Island,139448
2009-01,Prince Edward Island,139114
2009-04,Prince Edward Island,139190
2009-07,Prince Edward Island,139873
2009-10,Prince Edward Island,140596
2010-01,Prince Edward Island,140598
2010-04,Prince Edward Island,140978
2010-07,Prince Edward Island,141644
2010-10,Prince Edward Island,142725
2011-01,Prince Edward Island,143016
2011-04,Prince Edward Island,143265
2011-07,Prince Edward Island,143918
2011-10,Prince Edward Island,144283
2012-01,Prince Edward Island,144208
2012-04,Prince Edward Island,144365
2012-07,Prince Edward Island,144415
2012-10,Prince Edward Island,144396
2013-01,Prince Edward Island,144041
2013-04,Prince Edward Island,143807
2013-07,Prince Edward Island,143942
2013-10,Prince Edward Island,143943
2014-01,Prince Edward Island,143828
2014-04,Prince Edward Island,143810
2014-07,Prince Edward Island,144095
2014-10,Prince Edward Island,144342
2015-01,Prince Edward Island,144162
2015-04,Prince Edward Island,144046
2015-07,Prince Edward Island,144636
2015-10,Prince Edward Island,144949
2016-01,Prince Edward Island,145238
2016-04,Prince Edward Island,145792
2016-07,Prince Edward Island,146891
2016-10,Prince Edward Island,147699
2017-01,Prince Edward Island,147811
2017-04,Prince Edward Island,148354
2017-07,Prince Edward Island,149740
2017-10,Prince Edward Island,150595
2018-01,Prince Edward Island,150619
2018-04,Prince Edward Island,151008
2018-07,Prince Edward Island,152259
2018-10,Prince Edward Island,153906
2019-01,Prince Edward Island,153881
2019-04,Prince Edward Island,154409
2019-07,Prince Edward Island,155792
2019-10,Prince Edward Island,157025
2020-01,Prince Edward Island,157494
2020-04,Prince Edward Island,158401
2020-07,Prince Edward Island,159193
2020-10,Prince Edward Island,159179
2021-01,Prince Edward Island,159240
2021-04,Prince Edward Island,160334
2021-07,Prince Edward Island,162133
2021-10,Prince Edward Island,163728
2022-01,Prince Edward Island,164164
2022-04,Prince Edward Island,165574
2022-07,Prince Edward Island,167213
2022-10,Prince Edward Island,169032
2023-01,Prince Edward Island,170077
2023-04,Prince Edward Island,171856
2023-07,Prince Edward Island,173713
2023-10,Prince Edward Island,175871
2024-01,Prince Edward Island,176318
2024-04,Prince Edward Island,177318
2024-07,Prince Edward Island,178550
2024-10,Prince Edward Island,179301
2025-01,Prince Edward Island,179280
1980-01,Nova Scotia,850915
1980-04,Nova Scotia,851541
1980-07,Nova Scotia,852659
1980-10,Nova Scotia,853389
1981-01,Nova Scotia,853673
1981-04,Nova Scotia,854024
1981-07,Nova Scotia,854871
1981-10,Nova Scotia,857038
1982-01,Nova Scotia,857469
1982-04,Nova Scotia,857592
1982-07,Nova Scotia,859038
1982-10,Nova Scotia,862255
1983-01,Nova Scotia,864117
1983-04,Nova Scotia,865796
1983-07,Nova Scotia,868289
1983-10,Nova Scotia,872143
1984-01,Nova Scotia,874076
1984-04,Nova Scotia,875922
1984-07,Nova Scotia,877471
1984-10,Nova Scotia,881323
1985-01,Nova Scotia,883012
1985-04,Nova Scotia,884525
1985-07,Nova Scotia,885848
1985-10,Nova Scotia,887408
1986-01,Nova Scotia,887435
1986-04,Nova Scotia,888157
1986-07,Nova Scotia,889087
1986-10,Nova Scotia,891078
1987-01,Nova Scotia,891424
1987-04,Nova Scotia,891908
1987-07,Nova Scotia,893606
1987-10,Nova Scotia,894585
1988-01,Nova Scotia,894600
1988-04,Nova Scotia,895638
1988-07,Nova Scotia,897216
1988-10,Nova Scotia,899462
1989-01,Nova Scotia,900270
1989-04,Nova Scotia,901341
1989-07,Nova Scotia,903841
1989-10,Nova Scotia,906644
1990-01,Nova Scotia,907394
1990-04,Nova Scotia,908444
1990-07,Nova Scotia,910451
1990-10,Nova Scotia,911749
1991-01,Nova Scotia,912792
1991-04,Nova Scotia,912889
1991-07,Nova Scotia,914969
1991-10,Nova Scotia,916896
1992-01,Nova Scotia,917302
1992-04,Nova Scotia,917555
1992-07,Nova Scotia,919451
1992-10,Nova Scotia,921619
1993-01,Nova Scotia,922128
1993-04,Nova Scotia,922469
1993-07,Nova Scotia,923925
1993-10,Nova Scotia,925851
1994-01,Nova Scotia,925852
1994-04,Nova Scotia,926109
1994-07,Nova Scotia,926871
1994-10,Nova Scotia,927778
1995-01,Nova Scotia,927395
1995-04,Nova Scotia,927641
1995-07,Nova Scotia,928120
1995-10,Nova Scotia,930028
1996-01,Nova Scotia,929782
1996-04,Nova Scotia,929921
1996-07,Nova Scotia,931327
1996-10,Nova Scotia,932276
1997-01,Nova Scotia,932349
1997-04,Nova Scotia,931832
1997-07,Nova Scotia,932402
1997-10,Nova Scotia,932735
1998-01,Nova Scotia,932549
1998-04,Nova Scotia,932033
1998-07,Nova Scotia,931836
1998-10,Nova Scotia,932740
1999-01,Nova Scotia,932145
1999-04,Nova Scotia,932116
1999-07,Nova Scotia,933784
1999-10,Nova Scotia,935941
2000-01,Nova Scotia,934594
2000-04,Nova Scotia,934291
2000-07,Nova Scotia,933821
2000-10,Nova Scotia,934459
2001-01,Nova Scotia,933463
2001-04,Nova Scotia,932909
2001-07,Nova Scotia,932483
2001-10,Nova Scotia,933318
2002-01,Nova Scotia,933757
2002-04,Nova Scotia,934165
2002-07,Nova Scotia,935172
2002-10,Nova Scotia,935959
2003-01,Nova Scotia,935495
2003-04,Nova Scotia,935775
2003-07,Nova Scotia,937681
2003-10,Nova Scotia,938744
2004-01,Nova Scotia,938946
2004-04,Nova Scotia,938738
2004-07,Nova Scotia,939625
2004-10,Nova Scotia,939855
2005-01,Nova Scotia,939202
2005-04,Nova Scotia,937989
2005-07,Nova Scotia,937931
2005-10,Nova Scotia,938755
2006-01,Nova Scotia,938120
2006-04,Nova Scotia,937665
2006-07,Nova Scotia,937880
2006-10,Nova Scotia,937060
2007-01,Nova Scotia,936232
2007-04,Nova Scotia,935028
2007-07,Nova Scotia,935164
2007-10,Nova Scotia,935433
2008-01,Nova Scotia,935540
2008-04,Nova Scotia,935704
2008-07,Nova Scotia,935965
2008-10,Nova Scotia,937108
2009-01,Nova Scotia,937445
2009-04,Nova Scotia,937489
2009-07,Nova Scotia,938266
2009-10,Nova Scotia,940558
2010-01,Nova Scotia,940879
2010-04,Nova Scotia,940967
2010-07,Nova Scotia,942144
2010-10,Nova Scotia,944201
2011-01,Nova Scotia,944082
2011-04,Nova Scotia,943921
2011-07,Nova Scotia,944095
2011-10,Nova Scotia,944645
2012-01,Nova Scotia,943907
2012-04,Nova Scotia,943317
2012-07,Nova Scotia,943163
2012-10,Nova Scotia,942829
2013-01,Nova Scotia,942045
2013-04,Nova Scotia,940647
2013-07,Nova Scotia,939808
2013-10,Nova Scotia,939442
2014-01,Nova Scotia,939166
2014-04,Nova Scotia,938175
2014-07,Nova Scotia,937768
2014-10,Nova Scotia,938157
2015-01,Nova Scotia,937442
2015-04,Nova Scotia,935380
2015-07,Nova Scotia,937419
2015-10,Nova Scotia,938914
2016-01,Nova Scotia,938973
2016-04,Nova Scotia,940471
2016-07,Nova Scotia,942984
2016-10,Nova Scotia,946623
2017-01,Nova Scotia,947023
2017-04,Nova Scotia,948945
2017-07,Nova Scotia,952159
2017-10,Nova Scotia,956074
2018-01,Nova Scotia,956711
2018-04,Nova Scotia,957883
2018-07,Nova Scotia,962072
2018-10,Nova Scotia,967578
2019-01,Nova Scotia,968724
2019-04,Nova Scotia,970680
2019-07,Nova Scotia,975799
2019-10,Nova Scotia,982592
2020-01,Nova Scotia,984130
2020-04,Nova Scotia,986204
2020-07,Nova Scotia,989168
2020-10,Nova Scotia,989154
2021-01,Nova Scotia,990025
2021-04,Nova Scotia,993946
2021-07,Nova Scotia,999908
2021-10,Nova Scotia,1006758
2022-01,Nova Scotia,1010529
